respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,¿Con qué frecuencia ha experimentado las siguientes emociones durante su proceso de aprendizaje?,,,,,,,,,,Recuerde la situación más emotiva que haya vivido este semestre.   Seleccione la emoción más relacionada  con esa situación y describa la situación.,,Recuerde la situación más difícil que haya vivido durante toda su carrera. Seleccione la emoción más relacionada con esa situación y describa la situación.,,Imagine una situación que quisiera vivir en su último semestre. Seleccione la emoción más relacionada con esa situación y describa la situación.,,"Han estado trabajando en un problema durante días sin lograr resolverlo. La fecha de entrega de la solución es mañana a primera hora. El grupo decide solicitar al profesor unos días más de plazo, pero él no lo concede.¿Qué emoción sentiría en ese momento?",,Están en la recta final para entregar el proyecto del semestre. Su proyecto genera un error y ustedes no han encontrado la causa. Unas horas antes de la entrega un compañero mira su proyecto y les indica el problema. Ustedes alcanzan a resolverlo.¿Qué emoción sentiría en ese momento?,,Su profesor les comunica que ha encontrado evidencia de copia en algunos de los trabajos del grupo y les pide a todos que se acerquen a su oficina para aclarar la situación. ¿Qué emoción sentiría en ese momento?,,¿Cuál es su género?,,¿Cuál de estos cursos está cursando actualmente?,,,,,,
10353578001,220262807,11/14/2018 03:34:12 PM,11/16/2018 10:26:47 PM,,,,,,Algunas veces,Algunas veces,Algunas veces,Muchas veces,Siempre,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Curiosidad,Fue en alguna de las clases que tuve dónde me pareció muy interesante el tema.,Frustración,Con algunas materias ya que por más que estudiara no lograba conseguir que me fuera bien.,Satisfacción,Me gustaría poder disfrutar el sentimiento de haber podido terminar mi carrera y haber tenido unas grandes experiencias.,Frustración,le diría que siento frustración ya que no podré terminar el trabajo pero que igual asumo las consecuencias por no haberlo trabajado antes.,Alivio,"Le agradecería mucho por la ayuda, pero quedaría con cierto sentimiento de culpa.",Temor,que tengo miedo por lo que pueda llegar a pasar y más si no tengo culpa alguna o si fue un malentendido ,Másculino,,,,,,PDSW,,
10353487057,220262807,11/14/2018 03:01:03 PM,11/14/2018 03:14:03 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Casi nunca,Siempre,Casi nunca,Siempre,Algunas veces,Casi siempre,Casi nunca,Frustración,Un familiar estuvo hospitalizado y con mal pronóstico de vida,Frustración,"Los momentos en que debo cancelar, rendirme con algo para poder lograr el objetivo final",Satisfacción,Graduarme con mis amigos y que mi familia pueda estar conmigo,Decepción,No fui capaz de resolverlo en el tiempo pensado en que la gente podría,Satisfacción,Gracias por la ayuda y colaboración en solucionar el problema,Alivio,"  Que se lo quite hice y lo que no, estoy tranquila y no tengo que temer",Femenino,,,,,POOB,,,
10353448843,220262807,11/14/2018 02:47:10 PM,11/14/2018 04:41:55 PM,,,,,,Casi nunca,Algunas veces,Muchas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Muchas veces,Satisfacción,Haber terminado con satisfacción el curso en línea durante vacaciones ,Decepción,Entrar en seguimiento academico por mis resultados ese semestre ,Satisfacción,Poder aprobar todo con muy buenas notas y en compañía de mis amigos ,Ansiedad,"Que no hemos podido entender del todo como abordar ese tipo de problemas, le preguntariamos si nos pudiera volver a explicar o dar una guía ",Alivio,"Que nos ha sido de gran importancia su ayuda, que siento satisfacción al poder contar con alguien como el",Confusión,Que no entiendo el por que la gente hace trampa si el único afectado es uno mismo  y va en la responsabilidad de cada quien el ser honesto consigo mismo,Másculino,,,PIMO,,,,,
10353439719,220262807,11/14/2018 02:43:58 PM,11/14/2018 02:59:04 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Algunas veces,Satisfacción,"Pensaba que me estaba tirando POOB porque se suponia que llevaba muy bajitas las notas que mas valian y era bastante frustrante porque me habia esforzado muchisimo... y cuando el profesor me entrego las notas, todo mi esfuerzo y trasnocho valieron la pena, pues no me habia tirado ningun corte.",Decepción,"Cuando en segundo semestre me quise retirar de la carrera, porque pensaba que no era lo mio gracias a que mi profesor de programacion cada clase hacia que me gustara menos la carrera, porque como profesor excelente, pero era un asco de persona.",Satisfacción,Quisiera poder terminar la carrera viendo pocas materias en decimo semestre y poder sentirme tranquila de que aprendi durante la carrera lo que debia aprender. Salir bien preparada.,Frustración,"Que realmente el no poder resolver ese problema, me hace sentir que no se nada, que no he aprendido.",Alivio,"Que es un crack y que gracias, que si no hubiera sido por el, no sabria que hubieramos hecho.",Temor,"Pues que me preocupa que me acusen de plagio, porque yo nunca hago plagio y la acusacion me podria traer consecuencias para mi vida laboral.",Femenino,,,,,POOB,,,
10353429258,220262807,11/14/2018 02:40:15 PM,11/19/2018 12:41:35 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Casi siempre,Siempre,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Casi siempre,Decepción,,Temor,,Alivio,,Frustración,,Satisfacción,,Curiosidad,,Másculino,,,PIMO,,,,,
10353419442,220262807,11/14/2018 02:36:43 PM,11/14/2018 02:46:13 PM,,,,,,Algunas veces,Muchas veces,Siempre,Siempre,Casi siempre,Algunas veces,Muchas veces,Casi nunca,Algunas veces,Algunas veces,Frustración,Sacamos 1.9 en la entrega de un sprint de COSW .......................................................................................................................,Ansiedad,Cuando tuvimos que terminar el proyecto de POOB durante toda la noche.,Disfrute,Cuando me gradue................................................................................,Temor,Que tome su tiempo para considerar las peticiones de los estudiantes teniendo en cuenta su carga academica......................,Alivio,Muchas gracias por la ayuda....................................................................................................,Temor,Miedo a que me expulsen de la universidad....................................................................................................,Másculino,,,,,,,,COSW
10353413333,220262807,11/14/2018 02:34:03 PM,11/20/2018 05:11:43 PM,,,,,,Algunas veces,Nunca,Siempre,Nunca,Muchas veces,Muchas veces,Nunca,Casi siempre,Algunas veces,Siempre,Frustración,"Problemas con compañeros, darse cuenta que quizas las personas que uno queria no eran quienes uno pensaba o que simplemente para ellos tu no tienes valor como ser humano, solo respuestas, no hqy sentimientos, no hay nada.",Frustración,,Alivio,"Bienestar, sentir que lo que se hizo tiene algun sentido, y que la vida acedemica y incluso la propia personalidad no impidieron disfrutar de los años de estudio.",Ansiedad,"No le diria nada, es mi responsabilidad por lo tanto es mejor trabajarle tanto como se pudo y asumir las consecuencias.",Alivio,"Le agradeceria por la ayuda, le diria que es muy benefica su ayuda.",Ansiedad,"Le diria que simplemente no me gusta tener problemas, que simplemente ello me molesta, que para mi ello no hace ningun bien, que lo mejor es huirle a ellos.",Másculino,,,,,POOB,,,
10353359185,220262807,11/14/2018 02:14:44 PM,11/21/2018 03:16:53 PM,,,,,,Algunas veces,Casi nunca,Casi siempre,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Casi siempre,Satisfacción,Comenzamos a trabajar en un proyecto de grado interesante con una universidad en España,Temor,Cuando terminaba primeros semestres las entregas se acumulan y esto con el trabajo en los fines de semana es algo que se vuelve muy complicado para cumplir.,Satisfacción,Lograr obtener buenos resultados en los proyectos que me encamino y los resultados que obtengo.,Temor,"Me da mas miedo la nota que vaya a colocar que lo que pueda aprender, pero si lo permitiera podríamos solucionarlo con más tiempo así aprender no será un problema y la nota vendrá sola.",Satisfacción,"Gracias, por la ayuda, si necesita en algún momento algo, con gusto le ayudaría.",Curiosidad,"Siento curiosidad pero to miedo, porque no hago copia.",Másculino,,,,,,,,COSW
10353342796,220262807,11/14/2018 02:08:43 PM,11/14/2018 02:19:03 PM,,,,,,Casi siempre,Muchas veces,Casi siempre,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Muchas veces,Siempre,Muchas veces,Temor,"El periodo de tiempo antes de decidir cancelar una materia sin saber las notas, no la cancele pero dieron las notas como 3 semanas despues del límite",Ansiedad,En los parciales de programación soy especialmente nervioso antes de entrar  ,Satisfacción,"Graduarme con un buen promedio, para poder seguir con los estudios que me intersan para mi futuro profesional",Ansiedad,Que por lo menos nos guíe para solucionar el problema que tenemos en el problema,Disfrute,"Que muchas gracias, que como lo hizo, que es muy bueno en esto.",Temor,Yo no lo hice y que pues que mal que alguien lo hiciera  ,Másculino,,,PIMO,,,,,
10353338595,220262807,11/14/2018 02:07:39 PM,11/14/2018 02:16:37 PM,,,,,,Muchas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Frustración,"Primer parcial de Tpro perdido, sentir que no se ha aprendido nada.",Decepción,Problemas familiares que pudieron haber causado incovenientes en la carrera.,Satisfacción,Celebración de grado con todos los amigos y familiares que hicieron posible el logro.,Temor,Que es demasiado incomprensivo y no entiende el rol que significa ser estudiante.,Satisfacción,Gracias por salvarnos en ese momento tan decisivo.,Confusión,Que si ha realizado fraude exprese el motivo por el cual lo hizo.,Másculino,,,,MBDA,,,,
10353326317,220262807,11/14/2018 02:03:05 PM,11/14/2018 02:17:09 PM,,,,,,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Casi nunca,Algunas veces,Casi nunca,Algunas veces,Muchas veces,Casi nunca,Disfrute,Crei que había perdido una materia pero al final la pasé ,Frustración,Cuando mi compañero de trabajo no vino y me tocobhaver todo,Satisfacción,Cuando me pase el examen de graduación y no tenga que realizar otro proyecto por mi cuenta,Alivio,"Que si todo el equipo intento resolverlo y no pudo, necesitamos algún repaso para poder resolverlo.",Satisfacción,Muy agradecido si nos explicará cómo lo resolvió para poder usar esa estrategia más adelante,Aburrimiento,Por que en cualquier caso me tocaría perder tiempo para solucionar algo que se puede hacer muy rápido ,Másculino,,,,MBDA,,,,
10353277720,220262807,11/14/2018 01:46:11 PM,11/14/2018 01:57:07 PM,,,,,,Muchas veces,Algunas veces,Siempre,Casi siempre,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Ansiedad,Me cambié carrera y comencé a ver una materia muy dura y he pasado por mucho estrés que me ha generado ansiedad al no entender muchas cosas y al pensar que puedo perderla y me generaría muchos problemas para continuar con mis estudios ,Ansiedad,"Desde que inicié la universidad, he sufrido de mucha ansiedad.",Satisfacción,"Quisiera sentir satisfacción de  poder culminar mis estudios, haciendo valer cada esfuerzo hecho.",Temor,Que debería ser más comprensivo además de que no es la única materia que vemos y a la que debemos dedicarle tiempo.,Alivio,"Le agradecería, ya que ayudaría a que todo resulte bien y los esfuerzos hechos se vean reflejados.",Temor,Qué tengo miedo de que afecte mi proceso académico.,Femenino,,PIMB,,,,,,
10353277298,220262807,11/14/2018 01:44:18 PM,11/19/2018 03:09:56 PM,,,,,,Muchas veces,Casi nunca,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Casi siempre,Frustración,Al tratar de hacer los mejor por obtener buenos resultados y no lograrlos ,Frustración,,Alivio,Lograr culminar los estudios después de tantos inconvenientes ,Decepción,Actualmente estamos trabajando fuerte para lograr solucionar el problema pero que no se va a lograr en el tiempo estipulado y es como botar todo el trabajo a la basura.,Satisfacción,"Qué muchas gracias por su colaboración, es bueno tener compañeros que ayuden a otros sin esperar nada a cambio",Temor,"Que debe de existir algún error, sin embargo la copia es algo grave que puede llegar a ser causa de ser excluidos de la escuela, que aunque no sea verdad va ser difícil convencer al profesor de lo contrario ",Másculino,,,,,,,ARSW,
10353273121,220262807,11/14/2018 01:40:11 PM,11/14/2018 01:51:10 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Ansiedad,Por sentir que me voy a colgar con las asignaciones.,Frustración,"Tener que cancelar y luego, en el siguiente semestre, perderlo; llegando a status de prueba academica.",Satisfacción,Quisiera poder terminar materias y dar por cumplida mi meta de terminar.,Temor,"Que no hemos podido resolverlo, que necesitamos mas tiempo, bsucar alternativas, buscar ayuda",Disfrute,"Disfrute, porque si se ha trabajado sería decepcionante tener un error que afecte la entrega.",Temor,A que se sufra una consecuencia de tipo disciplinario.,Másculino,,,,,,,ARSW,
10353224076,220262807,11/14/2018 01:27:33 PM,11/14/2018 01:34:01 PM,,,,,,Algunas veces,Algunas veces,Casi nunca,Casi nunca,Muchas veces,Muchas veces,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Satisfacción,Al aprivar Logica debido a que se me hace difícil y dedique tiempo para poder aprobarla,Decepción,"Perder el promedio del semestre pasado, y desepcionar a mis padres",Disfrute,Lograr culminar la carrera con exito y junto a mis compañeros ,Frustración,"Que todos llevamos dias dedicados para poder sacar el ejercicio, no todos tenemos las mismas capacidades, y se nos complica aprender muy rapido.",Satisfacción,"Por que despues de hacer y deshacer cosas con el proyecto, pudimos llegar a algo en concreto y bien hecho.",Ansiedad,Por que no se si en mi grupo alguno de mis compañeros hizo algun tipo de copia o se huio de un trabajo externo.,Másculino,,,PIMO,,,,,
10353221928,220262807,11/14/2018 01:27:01 PM,11/14/2018 01:43:51 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Siempre,Alivio,Cuando me entrgaron la definitiva de LCAL senti un gran alivio porque se restauraron mis esperanzas de pasar la asignatura,Frustración,"Durante todos los semestres porque llego con la esperanza de poder aprobar todas las materias inscritas en el semestre pero resulta que, o me toca con profesores que hacen parciales muy dificiles (demasiado), o me toca con profesores que no explican tema o lo explican muy por encima y debo esforzarme mas, pero junto con la demas cargas de las materias es casi imposible. Y en muy pocos caso ocurre que se me hace muy dificil entender y aun asi busque explicación por cualquier medio (universidad , casa, internet, etc) no entiendo.",Satisfacción,"Satisfacción por haber cursado todas las materias, saber que posiblemente pueda tener trabajo con una buena empresa o en el extranjero. Ademas que me gradue junto mis actuales amigos de la universidad.",Aburrimiento,"Que no es justo que no permita una nueva fecha de entrega porque todos le demostramos esfuerzo, pero que aun asi nadie entiende y es tambien muy poco comprensivo de su parte no asignar una nueva fecha de entrega, porque el es el profesor que esta en la labor de hacer que todos sus estudiantes (o la gran mayoria) entiendan el tema, porque para eso le pagan, para enseñar no para hacer que todos pierdan la materia.",Satisfacción,"Le diria que muchas gracias por la ayuda, y que le debo una cerveza por ello.",Temor,"Que siento miedo por lo que el profesor pueda hacer, pero a la vez no porque nunca he copiado y nunca copiare un trabajo.",Másculino,,PIMB,,,,,,
10353207462,220262807,11/14/2018 01:21:37 PM,11/21/2018 09:48:04 AM,,,,,,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Satisfacción,Al recibir las notas del primer corte y vi que pase todo.,Frustración,Al sólo pasar una materia el semestre pasado y no pude hacer nada para salvar las materias.,Satisfacción,Salir de la universidad en 10 semestres terminar mi carrera y poder validar la beca.,Frustración,"Profe, hemos estado intentando resolver el problema por días pero no nos da, y no queremos perder la nota.",Alivio,"Muchas gracias, enserio estaba frustrado ya que no sabíamos el error pero gracias a eso podemos sacar bien el proyecto.",Temor,"Nos van a joder porque hicimos copia, espero el profesor nos de oportunidad con otro trabajo de mejorar esas notas.",Másculino,,,PIMO,,,,,
10353182849,220262807,11/14/2018 01:13:12 PM,11/14/2018 01:23:00 PM,,,,,,Muchas veces,Casi siempre,Algunas veces,Muchas veces,Casi siempre,Casi siempre,Casi nunca,Algunas veces,Siempre,Muchas veces,Satisfacción,Buen semestre académico con notas altas en todas las materias,Frustración,Cancelar y perder dos materias el semestre pasado donde me atrase mucho en la carrera,Disfrute,Fiesta 🎉🎉🎉🎉 pues la decanatura debería hacer más integraciones entre estudiantes de la carrera,Frustración,Qué pena debería darnos más tiempo ya que solo somos estudiantes no ingenieros echos y pues el problema es complicado,Satisfacción,En la buena parce camine le gasto una pola donde shaki y como lo soluciono para tenerlo claro,Curiosidad,Parce quien hizo copia y lo desertamos del grupo ya que debemos ser honesto,Másculino,,,PIMO,MBDA,,,,
10353131861,220262807,11/14/2018 12:55:22 PM,11/16/2018 10:26:49 AM,,,,,,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Algunas veces,Satisfacción,"Poder entregar los trabajos de Poob completos, tendiendo en cuenta que la gran mayoría de lo que uno hace es por autoestudio. ",Frustración,Salir de clases de física sin haber comprendido todo lo necesario.,Disfrute,"Que nos lleven de paseo a convivir con la naturaleza, como ir a escalar a los monolitos de suesca.",Ansiedad,"Profe, si no podemos realizar algo es por que no sabemos, en cuyo caso debería tratar de explicarnos y solucionar nuestras dudas, y darnos al menos un día más de plazo.",Satisfacción,"Gracias, nos haz salvado, tienes una gran habilidad para encontrar problemas.",Alivio,"Nosotros no hicimos plagio no nada por el estilo, entonces no hay nada que temer.",Femenino,,,,,POOB,,,
10353113076,220262807,11/14/2018 12:48:16 PM,11/14/2018 12:51:05 PM,,,,,,Casi nunca,Casi nunca,Casi siempre,Casi siempre,Siempre,Casi siempre,Siempre,Casi siempre,Casi siempre,Casi siempre,Decepción,,Decepción,,Alivio,,,,,,,,,,,,,,,,
10353100425,220262807,11/14/2018 12:44:06 PM,11/14/2018 12:50:43 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Muchas veces,Algunas veces,Casi nunca,Muchas veces,Muchas veces,Muchas veces,Casi siempre,Satisfacción,"Conseguir practica donde queria, ya que se dio entre muchas personas de todas las universidades y el filtro era muy estricto",Frustración,No entender temas de una linea de programacion ya que me cuesta mucho esta area de sistemas ,Satisfacción,"Culminar de forma excelente mis estudios, destacandome por haber pasado todas las materias de forma limpia y con excelentes notas. ",Temor,Me da miedo no poder entregar el trabajo como deberia estar presentado y entregar algo mediocre que afecte mi nota,Alivio,Le agradeceria por ayudarme en eta situacion ya que sin el quiza no hubiera llegado a ver el problema,Decepción,"Sentiria decepcion ya que esto no es algo que me guste, uno siempre debe ser correcto en las cosas y hacer todo por merito propio",Femenino,,,,,,,,COSW
10353094813,220262807,11/14/2018 12:41:58 PM,11/14/2018 12:50:24 PM,,,,,,Muchas veces,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Alivio,"Este semestre realizando un lab de arsw que no salia, pero despues de revisar ejemplos y leer bastante me salio y me tranquilize.",Frustración,"Durante un semestre el cual solo aprobe 2 materias, y perdi 3, me senti fatal y frustrado conmigo mismo. Muy mal me senti.",Disfrute,Que los proyectos no pongan tantos problemas al momento de su implementacion,Decepción,"Le diria al profesor que pues le hemos trabajado al problema pero ha sido muy dificil y no hemos dado con la respuesta, suplicarle que nos de mas tiempo y decirle lo que hemos avanzado y lo que no entendemos para que nos explique y podamos llegar a la solucion.",Satisfacción,"Le agradeceria en la vida, ya que de ese proyecto dependia una nota importante para la materia.",Temor,Porque el hecho que hayan encontrado eso en nuestros trabajos indica que alguien del grupo esta plagiando y eso puede afectar negativamente a todo el grupo.,Másculino,,,,,,,ARSW,
10353090221,220262807,11/14/2018 12:40:33 PM,11/14/2018 12:44:51 PM,,,,,,Casi siempre,Casi siempre,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Siempre,Muchas veces,Aburrimiento,"En clase de PIMO, es muy aburridaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",Satisfacción,Cuando pase LCALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,Disfrute,Graduarmeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,,,,,,,,,,,,,,,
10353088049,220262807,11/14/2018 12:39:28 PM,11/14/2018 12:44:06 PM,,,,,,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Muchas veces,Casi siempre,Muchas veces,Ansiedad,,Frustración,,Disfrute,,Frustración,"Intentamos arduamente pero no logramos resolverlo aun, nos serviría mucho una ampliación al plazo",Alivio,"Muchas gracias por la ayuda, nos salvó de un gran aprieto",Confusión,,Másculino,,,,,,,,COSW
10353084503,220262807,11/14/2018 12:37:50 PM,11/14/2018 12:46:03 PM,,,,,,Algunas veces,Casi nunca,Algunas veces,Muchas veces,Casi siempre,Casi nunca,Siempre,Algunas veces,Casi siempre,Muchas veces,Satisfacción,El hecho de entender los temas relacionados  a bases de datos y lograr poder hacer todo lo propuesto.,Decepción,En una materia la cual quería dejarla alta pero al final no pude.,Satisfacción,El hecho de haber cursado todo y ya casi terminar da satisfacción ver todo el trabajo de los últimos años ,Frustración,Que a pesar de mi esfuerzo y el de mis compañeros no hemos podido y que debería entender que no fue por perezosos o vagos sino por una razón importante.,Alivio,Que muchas gracias por colaborarnos y que si necesita ayuda y yo se la puedo brindar con gusto.,Ansiedad,"Pues dependiendo de la situación le diría que no lo vuelva a hacer si fue sin mi consentimiento y en dado caso de que haya sido con mi consentimiento, reflexionar para no volverlo a hacer nunca.",Másculino,,,,MBDA,,,,
10353082456,220262807,11/14/2018 12:37:51 PM,11/14/2018 12:43:19 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Casi nunca,Casi siempre,Casi nunca,Disfrute,,Ansiedad,,Satisfacción,,Ansiedad,,Alivio,,Confusión,,Femenino,,PIMB,,,,,,
10353078662,220262807,11/14/2018 12:36:16 PM,11/14/2018 12:44:05 PM,,,,,,Casi nunca,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Casi siempre,Algunas veces,Satisfacción,Cuando me entregaron las notas de LCAL de los dos tercios,Satisfacción,Cuando me entregaron las notas de los dos tercios de LCAL,Disfrute,Saber que pude pasar el semestre y no perder alguna materia,Frustración,Le diría que al menos nos aconseje de como llegar a la solución,Satisfacción,"Le agradecería mucho por la ayuda que nos dio, y le debería un favor",Temor,Le diría que no creo uqe seamos nosotros porque no haríamos eso,Másculino,,PIMB,,,,,,
10353066913,220262807,11/14/2018 12:31:49 PM,11/14/2018 12:38:04 PM,,,,,,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Temor,,Ansiedad,,Alivio,,Temor,No sabe lo mucho que me he esforzado en el problema sin poder lograrlo,Alivio,,Ansiedad,,Másculino,,PIMB,,,,,,
10353066672,220262807,11/14/2018 12:32:12 PM,11/14/2018 12:40:53 PM,,,,,,Algunas veces,Muchas veces,Muchas veces,Casi nunca,Casi nunca,Algunas veces,Casi siempre,Casi nunca,Casi siempre,Casi nunca,Satisfacción,"Estaba en el bus, y mire las notas, para mí felicidad saque 4.5 en pimo, esa situación me puso muy feliz, porque me gusta sacar buenas notas",Decepción,"Presente un parcial del 100% en física, había estudiado la noche anterior y creí que sacaba 4 en el parcial, pues me sentí bien, y sorpresa decepcionante al saber que saque 2.5",Satisfacción,"Me llenaría de alegría saber que me graduó, y ver a mi mamá y a mi papá presentes! Sería un sentimiento hermoso",Ansiedad,"Que deberías hemos trabajado bastante y que en verdad no nos da el tiempo, que me siento frustrado por no poder tener una solución",Satisfacción,"Que buena, que severo compañero, y estaría muy agradecido, le gastaría algo",Confusión,"No es normal que encuentre copias en los trabajos, iría confuso, y listo para ver la situación",Másculino,,,PIMO,MBDA,,,,
10353066336,220262807,11/14/2018 12:31:50 PM,11/14/2018 12:40:52 PM,,,,,,Muchas veces,Algunas veces,Siempre,Casi siempre,Algunas veces,Muchas veces,Muchas veces,Casi siempre,Muchas veces,Casi siempre,Frustración,"Frustración debido a malos profesores que tuve en el pasado, donde debi adquirir conocimientos que al no tenerlos me dificultan las materias que actualmente curso.",Decepción,"Los pesimos profesores de PIMO que tuve: Rodrigo Lopez y Patricia Castañeda, me hicieron perder mucho el amor por la carrera y aún estoy enormemente decepcionado por esas dos veces que cursé la materia, debí aprender cosas de las que ahora no tengo ni idea.",Alivio,Alivio de por fin terminar la carrera y poder empezar a hacer mi propia vida.,,,,,,,,,,,,,,,
10353057594,220262807,11/14/2018 12:29:07 PM,11/14/2018 12:37:29 PM,,,,,,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Satisfacción,"Las notas obtenidas, ya que se empleó mucho trabajo",Confusión,Muchas veces al principio de temas nuevos nunca antes vistos ,Satisfacción,Por el proceso largo que pude tener y sentir que si logre terminar lo que empecé ,Frustración,Si fue un plazo de tiempo razonable no diría nada pero si fue un plazo corto y se trabajaron realmente esos días le diría que lo reconsiderara ,Satisfacción,Que se lo agradecería por su desinterés  que lo invitaría a comer algo ,Alivio,El que nada debe nada teme y no hay de que preocuparse,Másculino,,PIMB,,,,,,
10353051981,220262807,11/14/2018 12:26:54 PM,11/14/2018 01:06:31 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Siempre,Alivio,,Frustración,Me saqué mala nota en una materia a la que le dedique mucho tiempo ,Ansiedad, Ver menos cantidad de materias para disfrutas más cada tema y materia del último semestre,Frustración,Que no sea obstinado y nos ayude por favor para entregar el trabajo completo y correcto ,Alivio,Y satisfacción por haber terminado el proyecto y agradecido con el compañero que nos ayudó ,Curiosidad,"Quisiera saber quién hizo copia, y ansiedad de que alguien copiara mi trabajo sin mi consentimiento ",Femenino,,,,,,,ARSW,
10353049732,220262807,11/14/2018 12:26:00 PM,11/19/2018 02:57:43 PM,,,,,,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Muchas veces,Casi nunca,Algunas veces,Casi nunca,Algunas veces,Algunas veces,Confusión,Muchas veces en este semestre me he sentido muy confundido con los temas dados en varias clases,Satisfacción,"El saber que puedo superarme, tras haber perdido un materia en primer corte y poder lograr pasarla ",Satisfacción,Tras saber que si pude concluir lo que mas queria en esta vida,Ansiedad,"Si hubieramos tenido mucho tiempo para la solución de este trabajo, no podría decirle nada.  En caso contrario, si tuvieramos poco tiempo le diría que volviera a pensar sus decisiones ",Alivio,"Le agradecería por la ayuda y el interés prestado, también por la buena voluntad de ayudar, luego le invitaria a hacer alguna cosa o comer algo ",Alivio,"Yo estoy seguro de que no hice copia en ese trabajo, asi que estoy muy relajado ante ese tema",Másculino,,PIMB,,,,,,
10353045211,220262807,11/14/2018 12:24:40 PM,11/14/2018 12:28:35 PM,,,,,,Muchas veces,Casi siempre,Siempre,Casi siempre,Siempre,Muchas veces,Siempre,Muchas veces,Siempre,Muchas veces,Satisfacción,,Decepción,,Satisfacción,,Decepción,,Confusión,,Aburrimiento,,Másculino,,,,MBDA,,,,
10353040689,220262807,11/14/2018 12:23:05 PM,11/14/2018 12:26:13 PM,,,,,,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Ansiedad,,Ansiedad,,Satisfacción,,Frustración,,Alivio,,Temor,,Másculino,,,,,POOB,,,
10353039717,220262807,11/14/2018 12:22:47 PM,11/14/2018 12:34:47 PM,,,,,,Siempre,Algunas veces,Casi siempre,Siempre,Muchas veces,Casi siempre,Algunas veces,Siempre,Algunas veces,Casi siempre,Decepción,La persona que más quería y estoy enamorado se enamora de otro muchacho,Frustración,La falta de motivación diaria no disfruto esto pero no sé qué más escoger,Satisfacción,Sería genial que falte ya poco y a la par de aquella persona especial....,Frustración,"Qué es un hijuep***, se entiende los tiempos de plazo y el esfuerzo necesario para hacer las cosas pero unos días más para un problema que está constando resolver",Satisfacción,Que muchas gracias y le gastaría algo mejor dicho en algún momento se la devolvería en verdad aprecio bastante ese tipo de acciones,Ansiedad,Si hice copia pues reconocer mi error y no echar al agua a nadie ,Másculino,,,PIMO,,,,,
